Summit Ridge Construction Pty Ltd,,,,,,,
Transaction Detail by Account,,,,,,,
"February 01, 2025 - July 31, 2026",,,,,,,

Transaction date,Transaction type,Num,Name,Customer/Project,Description,Amount,Balance
10/14/2025,Bill,B-10209,CivilWorks Earthmoving,Westhaven Warehouse Extension,Earthworks and plant — Westhaven Warehouse Extension — Oct 2025,"$16,383.60","$188,284.21"
10/23/2025,Bill,B-10216,CivilWorks Earthmoving,Meridian Medical Centre Fitout,Earthworks and plant — Meridian Medical Centre Fitout — Oct 2025,"$9,713.45","$197,997.66"
10/23/2025,Bill,B-10233,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — Oct 2025,"$13,144.50","$211,142.16"
11/14/2025,Bill,B-10268,CivilWorks Earthmoving,Murrin Bridge Repair,Earthworks and plant — Murrin Bridge Repair — Nov 2025,"$12,361.85","$223,504.01"
12/22/2025,Bill,B-10313,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — Dec 2025,"$7,762.50","$231,266.51"
12/24/2025,Bill,B-10289,CivilWorks Earthmoving,Meridian Medical Centre Fitout,Earthworks and plant — Meridian Medical Centre Fitout — Dec 2025,"$6,964.36","$238,230.87"
12/25/2025,Bill,B-10298,CivilWorks Earthmoving,Ashgrove Apartment Refurbishment,Earthworks and plant — Ashgrove Apartment Refurbishment — Dec 2025,"$8,662.15","$246,893.02"
01/07/2026,Bill,B-10341,CivilWorks Earthmoving,Murrin Bridge Repair,Earthworks and plant — Murrin Bridge Repair — Jan 2026,"$13,778.31","$260,671.33"
01/12/2026,Bill,B-10355,CivilWorks Earthmoving,Sandstone School Upgrade,Earthworks and plant — Sandstone School Upgrade — Jan 2026,"$13,860.00","$274,531.33"
01/16/2026,Bill,B-10326,CivilWorks Earthmoving,Meridian Medical Centre Fitout,Earthworks and plant — Meridian Medical Centre Fitout — Jan 2026,"$9,896.73","$284,428.06"
01/30/2026,Bill,B-10349,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — Jan 2026,"$13,041.00","$297,469.06"
02/05/2026,Bill,B-10383,CivilWorks Earthmoving,Murrin Bridge Repair,Earthworks and plant — Murrin Bridge Repair — Feb 2026,"$12,748.15","$310,217.21"
02/20/2026,Bill,B-10376,CivilWorks Earthmoving,Ashgrove Apartment Refurbishment,Earthworks and plant — Ashgrove Apartment Refurbishment — Feb 2026,"$7,438.15","$317,655.36"
02/22/2026,Bill,B-10393,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — Feb 2026,"$11,178.00","$328,833.36"
03/06/2026,Bill,B-10421,CivilWorks Earthmoving,Murrin Bridge Repair,Earthworks and plant — Murrin Bridge Repair — Mar 2026,"$9,528.92","$338,362.28"
03/08/2026,Bill,B-10428,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — Mar 2026,"$8,383.50","$346,745.78"
03/21/2026,Bill,B-10437,CivilWorks Earthmoving,Sandstone School Upgrade,Earthworks and plant — Sandstone School Upgrade — Mar 2026,"$12,820.50","$359,566.28"
03/29/2026,Bill,B-10413,CivilWorks Earthmoving,Ashgrove Apartment Refurbishment,Earthworks and plant — Ashgrove Apartment Refurbishment — Mar 2026,"$6,967.38","$366,533.66"
04/07/2026,Bill,B-VOID-01,Coates Hire,Murrin Bridge Repair,Voided: Voided duplicate crane hire,$0.00,"$366,533.66"
04/26/2026,Bill,B-10462,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — Apr 2026,"$8,176.50","$374,710.16"
04/29/2026,Bill,B-10449,CivilWorks Earthmoving,Ashgrove Apartment Refurbishment,Earthworks and plant — Ashgrove Apartment Refurbishment — Apr 2026,"$9,886.15","$384,596.31"
05/19/2026,Bill,B-10500,CivilWorks Earthmoving,Ironbank Industrial Slab,Earthworks and plant — Ironbank Industrial Slab — May 2026,"$12,420.00","$397,016.31"
05/20/2026,Bill,B-10486,CivilWorks Earthmoving,Ashgrove Apartment Refurbishment,Earthworks and plant — Ashgrove Apartment Refurbishment — May 2026,"$8,379.69","$405,396.00"
05/26/2026,Bill,B-10507,CivilWorks Earthmoving,Sandstone School Upgrade,Earthworks and plant — Sandstone School Upgrade — May 2026,"$11,550.00","$416,946.00"
06/18/2026,Bill,B-10526,CivilWorks Earthmoving,Murrin Bridge Repair,Earthworks and plant — Murrin Bridge Repair — Jun 2026,"$16,224.92","$433,170.92"
06/21/2026,Bill,B-10533,CivilWorks Earthmoving,Sandstone School Upgrade,Earthworks and plant — Sandstone School Upgrade — Jun 2026,"$9,355.50","$442,526.42"
06/29/2026,Bill,B-10520,CivilWorks Earthmoving,Ashgrove Apartment Refurbishment,Earthworks and plant — Ashgrove Apartment Refurbishment — Jun 2026,"$9,603.69","$452,130.11"
07/20/2026,Bill,B-10553,CivilWorks Earthmoving,Sandstone School Upgrade,Earthworks and plant — Sandstone School Upgrade — Jul 2026,"$13,051.50","$465,181.61"
,,,,,Total for Plant Hire,"$465,181.61",

Preliminaries,,,,,,,
03/12/2025,Bill,B-10013,Site Establishment,Westhaven Warehouse Extension,Site Services — Westhaven Warehouse Extension — Mar 2025,"$10,656.00","$10,656.00"
05/06/2025,Bill,B-10055,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — May 2025,"$9,600.23","$20,256.23"
06/08/2025,Bill,B-10070,Site Establishment,Westhaven Warehouse Extension,Site Services — Westhaven Warehouse Extension — Jun 2025,"$13,379.20","$33,635.43"
06/17/2025,Bill,B-10080,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Jun 2025,"$14,111.19","$47,746.62"
07/06/2025,Bill,B-10113,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Jul 2025,"$10,043.08","$57,789.70"
08/08/2025,Bill,B-10141,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Aug 2025,"$10,545.23","$68,334.93"
08/16/2025,Bill,B-10128,Site Establishment,Westhaven Warehouse Extension,Site Services — Westhaven Warehouse Extension — Aug 2025,"$15,036.80","$83,371.73"
08/18/2025,Bill,B-10150,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Aug 2025,"$9,271.38","$92,643.11"
09/07/2025,Bill,B-10188,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Sep 2025,"$12,819.69","$105,462.80"
09/10/2025,Bill,B-10173,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Sep 2025,"$13,301.53","$118,764.33"
09/19/2025,Bill,B-10164,Site Establishment,Westhaven Warehouse Extension,Site Services — Westhaven Warehouse Extension — Sep 2025,"$10,182.40","$128,946.73"
10/07/2025,Bill,B-10224,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Oct 2025,"$10,644.92","$139,591.65"
10/07/2025,Bill,B-10230,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — Oct 2025,"$7,636.00","$147,227.65"
10/15/2025,Bill,B-10217,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Oct 2025,"$8,871.38","$156,099.03"
10/30/2025,Bill,B-10210,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Oct 2025,"$13,185.86","$169,284.89"
11/07/2025,Bill,B-10254,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Nov 2025,"$7,699.69","$176,984.58"
11/20/2025,Bill,B-10239,Site Establishment,Westhaven Warehouse Extension,Site Services — Westhaven Warehouse Extension — Nov 2025,"$11,958.40","$188,942.98"
11/20/2025,Bill,B-10247,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Nov 2025,"$14,573.85","$203,516.83"
11/24/2025,Bill,B-10269,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — Nov 2025,"$7,544.00","$211,060.83"
12/04/2025,Bill,B-10281,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Dec 2025,"$12,954.53","$224,015.36"
12/15/2025,Bill,B-10299,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Dec 2025,"$10,187.08","$234,202.44"
12/26/2025,Bill,B-10290,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Dec 2025,"$8,955.08","$243,157.52"
01/08/2026,Bill,B-10342,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — Jan 2026,"$7,636.00","$250,793.52"
01/13/2026,Bill,B-10332,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Jan 2026,"$12,705.23","$263,498.75"
01/16/2026,Bill,B-10350,Site Establishment,Sandstone School Upgrade,Site Services — Sandstone School Upgrade — Jan 2026,"$11,498.67","$274,997.42"
01/18/2026,Bill,B-10319,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Jan 2026,"$12,144.87","$287,142.29"
02/08/2026,Bill,B-10361,Site Establishment,Meridian Medical Centre Fitout,Site Services — Meridian Medical Centre Fitout — Feb 2026,"$8,327.91","$295,470.20"
02/12/2026,Bill,B-10384,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — Feb 2026,"$9,476.00","$304,946.20"
02/17/2026,Bill,B-10394,Site Establishment,Sandstone School Upgrade,Site Services — Sandstone School Upgrade — Feb 2026,"$8,213.33","$313,159.53"
02/23/2026,Bill,B-10369,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Feb 2026,"$6,946.46","$320,105.99"
02/25/2026,Bill,B-10377,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Feb 2026,"$9,042.46","$329,148.45"
03/18/2026,Bill,B-10429,Site Establishment,Sandstone School Upgrade,Site Services — Sandstone School Upgrade — Mar 2026,"$12,628.00","$341,776.45"
03/24/2026,Bill,B-10422,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — Mar 2026,"$7,176.00","$348,952.45"
04/09/2026,Bill,B-10456,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — Apr 2026,"$9,568.00","$358,520.45"
04/22/2026,Bill,B-10450,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Apr 2026,"$8,470.15","$366,990.60"
05/11/2026,Bill,B-10494,Site Establishment,Ironbank Industrial Slab,Site Services — Ironbank Industrial Slab — May 2026,"$8,740.00","$375,730.60"
05/13/2026,Bill,B-10476,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — May 2026,"$8,201.85","$383,932.45"
05/25/2026,Bill,B-10487,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — May 2026,"$10,187.08","$394,119.53"
05/25/2026,Bill,B-10501,Site Establishment,Sandstone School Upgrade,Site Services — Sandstone School Upgrade — May 2026,"$10,882.67","$405,002.20"
06/12/2026,Bill,B-10513,Site Establishment,Ashgrove Apartment Refurbishment,Site Services — Ashgrove Apartment Refurbishment — Jun 2026,"$9,038.77","$414,040.97"
06/29/2026,Bill,B-10521,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Jun 2026,"$13,964.31","$428,005.28"
07/12/2026,Bill,B-10546,Site Establishment,Sandstone School Upgrade,Site Services — Sandstone School Upgrade — Jul 2026,"$8,110.67","$436,115.95"
07/13/2026,Bill,B-10539,Site Establishment,Murrin Bridge Repair,Site Services — Murrin Bridge Repair — Jul 2026,"$10,301.54","$446,417.49"
,,,,,Total for Preliminaries,"$446,417.49",

Subcontractors,,,,,,,
02/04/2025,Bill,B-10004,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Feb 2025,"$16,280.00","$16,280.00"
02/05/2025,Bill,B-10006,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Feb 2025,"$12,550.40","$28,830.40"
02/12/2025,Bill,B-10003,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Feb 2025,"$9,235.20","$38,065.60"
02/20/2025,Bill,B-10005,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — Feb 2025,"$9,590.40","$47,656.00"
03/06/2025,Bill,B-10020,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Mar 2025,"$11,322.00","$58,978.00"
03/09/2025,Bill,B-10017,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Mar 2025,"$17,908.00","$76,886.00"
03/11/2025,Bill,B-10018,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — Mar 2025,"$10,419.20","$87,305.20"
03/18/2025,Bill,B-10019,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Mar 2025,"$13,024.00","$100,329.20"
03/30/2025,Bill,B-10016,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Mar 2025,"$13,734.40","$114,063.60"
04/04/2025,Bill,B-10041,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Apr 2025,"$9,438.55","$123,502.15"
04/05/2025,Bill,B-10029,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Apr 2025,"$12,284.00","$135,786.15"
04/06/2025,Bill,B-10030,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — Apr 2025,"$7,015.20","$142,801.35"
04/07/2025,Bill,B-10028,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Apr 2025,"$8,643.20","$151,444.55"
04/10/2025,Bill,B-10033,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Apr 2025,"$10,522.80","$161,967.35"
04/11/2025,Bill,B-10032,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Apr 2025,"$12,195.20","$174,162.55"
04/12/2025,Bill,B-10039,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Apr 2025,"$6,353.45","$180,516.00"
04/14/2025,Bill,B-10038,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Apr 2025,"$10,018.91","$190,534.91"
04/23/2025,Bill,B-10031,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — Apr 2025,"$13,734.40","$204,269.31"
04/24/2025,Bill,B-10040,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Apr 2025,"$7,656.73","$211,926.04"
05/04/2025,Bill,B-10053,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — May 2025,"$10,656.00","$222,582.04"
05/12/2025,Bill,B-10052,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — May 2025,"$8,436.00","$231,018.04"
05/15/2025,Bill,B-10051,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — May 2025,"$11,840.00","$242,858.04"
05/15/2025,Bill,B-10061,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — May 2025,"$7,005.09","$249,863.13"
05/21/2025,Bill,B-10062,Climate Mechanical,Meridian Medical Centre Fitout,Mechanical services — Meridian Medical Centre Fitout — May 2025,"$9,774.55","$259,637.68"
05/23/2025,Bill,B-10063,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — May 2025,"$8,430.55","$268,068.23"
05/24/2025,Bill,B-10060,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — May 2025,"$7,147.64","$275,215.87"
05/25/2025,Bill,B-10050,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — May 2025,"$9,472.00","$284,687.87"
05/29/2025,Bill,B-10059,Axis Interiors,Meridian Medical Centre Fitout,Partitions and linings — Meridian Medical Centre Fitout — May 2025,"$14,024.44","$298,712.31"
06/06/2025,Bill,B-10091,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Jun 2025,"$7,950.77","$306,663.08"
06/07/2025,Bill,B-10077,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Jun 2025,"$11,840.00","$318,503.08"
06/10/2025,Bill,B-10094,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Jun 2025,"$11,957.54","$330,460.62"
06/11/2025,Bill,B-10076,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — Jun 2025,"$12,668.80","$343,129.42"
06/12/2025,Bill,B-10093,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Jun 2025,"$7,616.00","$350,745.42"
06/16/2025,Bill,B-10085,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Jun 2025,"$8,797.09","$359,542.51"
06/17/2025,Bill,B-10074,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Jun 2025,"$13,616.00","$373,158.51"
06/22/2025,Bill,B-10078,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Jun 2025,"$16,383.60","$389,542.11"
06/24/2025,Bill,B-10075,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Jun 2025,"$16,724.00","$406,266.11"
06/25/2025,Bill,B-10084,Axis Interiors,Meridian Medical Centre Fitout,Partitions and linings — Meridian Medical Centre Fitout — Jun 2025,"$18,072.73","$424,338.84"
06/25/2025,Bill,B-10086,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Jun 2025,"$6,689.45","$431,028.29"
06/26/2025,Bill,B-10092,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Jun 2025,"$6,465.23","$437,493.52"
07/04/2025,Bill,B-10107,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Jul 2025,"$7,412.36","$444,905.88"
07/04/2025,Bill,B-10117,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Jul 2025,"$9,310.77","$454,216.65"
07/04/2025,Bill,B-10121,VoltEdge Electrical,Ashgrove Apartment Refurbishment,Electrical services — Ashgrove Apartment Refurbishment — Jul 2025,"$11,863.38","$466,080.03"
07/07/2025,Bill,B-10108,Axis Interiors,Meridian Medical Centre Fitout,Partitions and linings — Meridian Medical Centre Fitout — Jul 2025,"$15,614.84","$481,694.87"
07/08/2025,Bill,B-10109,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Jul 2025,"$6,414.55","$488,109.42"
07/09/2025,Bill,B-10110,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Jul 2025,"$9,041.45","$497,150.87"
07/12/2025,Bill,B-10116,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Jul 2025,"$7,867.08","$505,017.95"
07/15/2025,Bill,B-10112,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Jul 2025,"$9,530.18","$514,548.13"
07/17/2025,Bill,B-10104,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Jul 2025,"$12,654.00","$527,202.13"
07/18/2025,Bill,B-10102,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — Jul 2025,"$13,024.00","$540,226.13"
07/18/2025,Bill,B-10111,Climate Mechanical,Meridian Medical Centre Fitout,Mechanical services — Meridian Medical Centre Fitout — Jul 2025,"$9,367.27","$549,593.40"
07/23/2025,Bill,B-10118,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Jul 2025,"$6,276.92","$555,870.32"
07/23/2025,Bill,B-10120,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Jul 2025,"$8,871.38","$564,741.70"
07/26/2025,Bill,B-10103,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Jul 2025,"$11,721.60","$576,463.30"
07/27/2025,Bill,B-10119,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — Jul 2025,"$6,779.08","$583,242.38"
08/04/2025,Bill,B-10139,Flowline Plumbing,Meridian Medical Centre Fitout,Hydraulic services — Meridian Medical Centre Fitout — Aug 2025,"$9,611.64","$592,854.02"
08/06/2025,Bill,B-10148,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Aug 2025,"$8,955.08","$601,809.10"
08/08/2025,Bill,B-10155,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Aug 2025,"$15,023.08","$616,832.18"
08/09/2025,Bill,B-10154,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Aug 2025,"$8,699.08","$625,531.26"
08/10/2025,Bill,B-10134,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — Aug 2025,"$10,567.20","$636,098.46"
08/12/2025,Bill,B-10145,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Aug 2025,"$8,264.62","$644,363.08"
08/15/2025,Bill,B-10147,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — Aug 2025,"$8,620.31","$652,983.39"
08/17/2025,Bill,B-10136,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Aug 2025,"$13,186.80","$666,170.19"
08/19/2025,Bill,B-10133,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Aug 2025,"$14,800.00","$680,970.19"
08/20/2025,Bill,B-10156,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Aug 2025,"$8,470.15","$689,440.34"
08/23/2025,Bill,B-10146,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Aug 2025,"$7,908.92","$697,349.26"
08/23/2025,Bill,B-10157,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Aug 2025,"$11,846.77","$709,196.03"
08/26/2025,Bill,B-10132,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Aug 2025,"$12,076.80","$721,272.83"
08/26/2025,Bill,B-10138,Axis Interiors,Meridian Medical Centre Fitout,Partitions and linings — Meridian Medical Centre Fitout — Aug 2025,"$13,735.27","$735,008.10"
08/28/2025,Bill,B-10135,Flowline Plumbing,Westhaven Warehouse Extension,Hydraulic services — Westhaven Warehouse Extension — Aug 2025,"$13,260.80","$748,268.90"
09/04/2025,Bill,B-10180,VoltEdge Electrical,Meridian Medical Centre Fitout,Electrical services — Meridian Medical Centre Fitout — Sep 2025,"$10,904.73","$759,173.63"
09/06/2025,Bill,B-10179,Climate Mechanical,Meridian Medical Centre Fitout,Mechanical services — Meridian Medical Centre Fitout — Sep 2025,"$8,634.18","$767,807.81"
09/07/2025,Bill,B-10168,Axis Interiors,Westhaven Warehouse Extension,Partitions and linings — Westhaven Warehouse Extension — Sep 2025,"$16,872.00","$784,679.81"
09/08/2025,Bill,B-10178,PrimeCo Painting,Meridian Medical Centre Fitout,Painting package — Meridian Medical Centre Fitout — Sep 2025,"$7,697.45","$792,377.26"
09/08/2025,Bill,B-10192,Precision Carpentry,Murrin Bridge Repair,Carpentry package — Murrin Bridge Repair — Sep 2025,"$8,928.00","$801,305.26"
09/11/2025,Bill,B-10170,Climate Mechanical,Westhaven Warehouse Extension,Mechanical services — Westhaven Warehouse Extension — Sep 2025,"$13,734.40","$815,039.66"
09/13/2025,Bill,B-10171,VoltEdge Electrical,Westhaven Warehouse Extension,Electrical services — Westhaven Warehouse Extension — Sep 2025,"$16,117.20","$831,156.86"
09/15/2025,Bill,B-10167,Precision Carpentry,Westhaven Warehouse Extension,Carpentry package — Westhaven Warehouse Extension — Sep 2025,"$12,668.80","$843,825.66"
09/18/2025,Bill,B-10186,Flowline Plumbing,Ashgrove Apartment Refurbishment,Hydraulic services — Ashgrove Apartment Refurbishment — Sep 2025,"$8,536.62","$852,362.28"
09/18/2025,Bill,B-10193,PrimeCo Painting,Murrin Bridge Repair,Painting package — Murrin Bridge Repair — Sep 2025,"$8,069.54","$860,431.82"
09/19/2025,Bill,B-10187,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Sep 2025,"$7,699.69","$868,131.51"
09/20/2025,Bill,B-10194,Flowline Plumbing,Murrin Bridge Repair,Hydraulic services — Murrin Bridge Repair — Sep 2025,"$11,904.00","$880,035.51"
09/20/2025,Bill,B-10196,VoltEdge Electrical,Murrin Bridge Repair,Electrical services — Murrin Bridge Repair — Sep 2025,"$15,452.31","$895,487.82"
09/25/2025,Bill,B-10185,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Sep 2025,"$6,151.38","$901,639.20"
09/25/2025,Bill,B-10195,Climate Mechanical,Murrin Bridge Repair,Mechanical services — Murrin Bridge Repair — Sep 2025,"$13,964.31","$915,603.51"
09/28/2025,Bill,B-10177,Precision Carpentry,Meridian Medical Centre Fitout,Carpentry package — Meridian Medical Centre Fitout — Sep 2025,"$7,982.55","$923,586.06"
09/28/2025,Bill,B-10184,Precision Carpentry,Ashgrove Apartment Refurbishment,Carpentry package — Ashgrove Apartment Refurbishment — Sep 2025,"$6,695.38","$930,281.44"
09/29/2025,Bill,B-10169,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — Sep 2025,"$8,258.40","$938,539.84"
10/05/2025,Bill,B-10232,VoltEdge Electrical,Ironbank Industrial Slab,Electrical services — Ironbank Industrial Slab — Oct 2025,"$9,315.00","$947,854.84"
10/06/2025,Bill,B-10222,Climate Mechanical,Ashgrove Apartment Refurbishment,Mechanical services — Ashgrove Apartment Refurbishment — Oct 2025,"$8,201.85","$956,056.69"
10/07/2025,Bill,B-10228,Axis Interiors,Murrin Bridge Repair,Partitions and linings — Murrin Bridge Repair — Oct 2025,"$13,878.46","$969,935.15"
10/08/2025,Bill,B-10221,PrimeCo Painting,Ashgrove Apartment Refurbishment,Painting package — Ashgrove Apartment Refurbishment — Oct 2025,"$4,896.00","$974,831.15"
10/09/2025,Bill,B-10220,Axis Interiors,Ashgrove Apartment Refurbishment,Partitions and linings — Ashgrove Apartment Refurbishment — Oct 2025,"$12,240.00","$987,071.15"
10/14/2025,Bill,B-10206,PrimeCo Painting,Westhaven Warehouse Extension,Painting package — Westhaven Warehouse Extension — Oct 2025,"$7,903.20","$994,974.35"
